@relation 'generators.SEAGenerator -i 3'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
7.470218,3.234109,3.577696,groupB
8.704498,7.053362,9.058697,groupB
7.070763,8.731203,4.281844,groupA
2.513494,6.188354,4.585249,groupB
5.624697,6.529534,3.492916,groupB
6.763331,6.229119,1.34686,groupB
6.007916,1.576597,0.324384,groupB
0.598797,0.523458,2.512173,groupA
8.969772,9.332821,4.241827,groupB
7.68163,2.770569,6.850175,groupB
5.983803,3.211516,0.811434,groupB
0.824879,3.082097,5.830894,groupA
6.893725,9.713952,3.538642,groupB
8.57653,1.560766,9.173008,groupA
3.912377,4.04769,0.311417,groupA
2.928603,2.00523,1.702615,groupA
2.776163,5.1152,2.487711,groupA
9.495547,7.226113,9.422373,groupB
2.108452,8.263032,9.243863,groupB
5.810451,4.147459,1.856108,groupB
6.252189,8.816021,0.866622,groupB
2.496782,0.0887,5.935338,groupA
3.54436,3.831059,0.984509,groupA
2.922039,2.985469,7.027508,groupA
7.457619,9.301725,1.9234,groupB
1.626858,1.772859,7.170906,groupA
2.974039,5.179555,9.334901,groupB
3.464574,2.371753,6.294931,groupA
8.098324,4.395078,6.316021,groupB
0.368666,0.013744,7.68782,groupB
2.161441,4.821673,5.959631,groupA
5.434448,7.588975,4.770974,groupB
3.626865,9.718149,7.090245,groupB
7.704211,9.926511,6.310602,groupB
9.681663,7.206065,5.007295,groupB
7.035745,3.925427,2.225844,groupB
2.358329,8.617668,0.864852,groupB
9.836213,8.025624,3.074364,groupB
8.52627,1.693301,7.687944,groupB
5.652373,6.324476,6.073443,groupB
7.509065,4.995687,2.572022,groupB
1.806194,7.558794,4.336704,groupB
5.392538,9.102743,5.589962,groupB
2.702342,4.656254,4.811,groupA
5.734442,4.516896,9.92908,groupB
3.426098,1.631602,9.772873,groupA
0.016946,7.150293,6.586492,groupA
5.519798,2.63262,2.977387,groupB
4.456756,4.98687,9.383972,groupB
3.013303,9.508382,8.767904,groupB
8.267335,8.619472,8.502962,groupB
6.631783,3.369841,9.472453,groupB
1.137162,5.977797,2.512281,groupA
3.011963,2.212401,9.144668,groupB
9.570302,3.926616,1.584021,groupB
7.090242,6.84942,6.614523,groupB
1.525225,7.279588,3.023747,groupB
5.542914,4.912728,7.096929,groupB
4.349387,8.349768,3.09498,groupB
5.028011,9.006741,4.529645,groupB
4.029325,7.828319,1.780252,groupB
6.81412,4.843912,1.726937,groupB
5.80743,7.427816,4.098193,groupB
7.441864,5.579205,1.756584,groupB
1.747195,2.357843,4.997954,groupA
4.927169,6.894036,0.532603,groupB
9.019363,0.583446,6.131052,groupB
1.94606,7.078423,8.677495,groupB
7.778903,4.175237,8.410369,groupB
0.434559,2.222051,7.582797,groupA
8.919255,8.905771,1.845269,groupB
3.435293,1.941877,1.375608,groupA
8.458563,4.811249,4.25706,groupA
6.75812,4.000191,4.713013,groupB
3.471329,4.115249,9.906802,groupA
6.263768,9.913788,3.576978,groupB
0.674032,6.571627,5.02836,groupA
3.710409,4.764411,7.837993,groupB
3.805988,0.237665,7.955596,groupA
6.673995,5.567451,7.720989,groupA
5.927319,2.536323,6.778136,groupB
1.526446,1.006557,7.102598,groupA
5.169828,0.492032,4.131447,groupA
9.249548,5.394881,0.160216,groupA
4.997902,1.737261,9.195596,groupA
1.3897,7.136219,6.985245,groupB
0.567826,9.74983,4.627971,groupB
9.544545,0.556574,2.719394,groupB
2.62568,0.101158,0.528991,groupA
7.019498,5.327092,3.256713,groupB
8.444908,7.894013,2.575376,groupB
7.65145,9.924912,4.01962,groupB
3.492811,1.375581,3.747831,groupA
7.791465,3.059425,9.726678,groupB
0.735241,4.083695,9.003265,groupA
2.169275,4.908903,0.239963,groupA
5.760858,6.361042,9.228939,groupB
8.621378,2.363359,2.545385,groupB
3.266789,3.745963,5.0191,groupA
4.156564,3.373625,0.455744,groupA
0.661793,4.140626,6.811774,groupA
3.707954,5.312573,1.251751,groupB
5.605771,3.845229,2.072405,groupB
7.49633,6.141953,5.941038,groupB
0.142767,0.016143,1.690551,groupA
7.672238,8.637538,8.273709,groupB
6.814122,2.242117,4.268887,groupB
7.43117,6.684547,3.401071,groupB
5.662892,2.004624,9.538719,groupA
7.839879,6.315433,5.912508,groupB
0.720176,0.710936,9.256135,groupA
7.582241,4.981202,7.025996,groupB
1.117357,0.093356,4.083396,groupB
8.795884,5.510675,7.419531,groupA
3.709545,0.243976,6.920427,groupA
7.750827,6.705552,4.517036,groupB
0.045291,0.161655,7.494883,groupA
5.026391,6.61621,6.259992,groupB
7.864408,0.782548,3.803683,groupB
8.389717,2.097959,4.284593,groupB
0.132191,1.312967,0.204925,groupA
8.794296,8.679924,1.42975,groupB
6.743541,4.473054,5.155373,groupB
1.465969,7.61868,9.27916,groupB
7.258134,1.175094,1.735969,groupB
9.439613,3.960468,2.34506,groupB
3.024797,3.289256,1.354769,groupA
3.128424,1.904696,2.282549,groupA
2.526219,6.966764,9.775265,groupB
2.334556,9.478678,1.674797,groupB
0.542328,4.571018,5.146626,groupA
8.222369,4.097067,5.820265,groupA
1.732046,0.336318,7.868875,groupA
2.759313,4.419727,0.063814,groupA
5.452408,5.230421,5.894148,groupB
5.309095,2.388256,0.48593,groupA
0.348629,4.287764,6.891866,groupA
3.21818,3.271005,1.256538,groupA
5.95781,0.43757,5.626745,groupA
8.967166,8.006312,9.694293,groupB
3.389958,0.149388,5.866363,groupB
5.12648,9.29404,7.14232,groupB
9.408536,1.233369,3.90012,groupB
2.261402,0.869548,8.468226,groupA
8.41204,9.332744,0.086556,groupB
4.524782,7.936924,8.898065,groupB
2.967357,8.281787,7.839882,groupB
0.320002,8.094549,3.553349,groupB
8.688021,7.491224,0.050872,groupB
0.395274,7.176661,6.107224,groupB
6.266799,3.77001,4.74825,groupB
7.883603,2.42404,2.146831,groupB
9.37319,0.127253,1.921714,groupB
6.361452,1.587625,0.614517,groupA
4.568481,8.035547,5.451153,groupB
1.875108,0.679965,4.99817,groupA
1.719016,7.319025,7.501583,groupB
6.861014,9.680262,5.278355,groupB
0.438341,1.932645,1.378758,groupB
9.84703,0.48056,5.23197,groupA
3.409644,8.238835,9.743911,groupB
6.326181,3.229792,0.772301,groupB
3.538187,5.178056,0.028377,groupB
7.424029,8.84643,8.567279,groupB
8.529802,1.806478,4.164202,groupA
0.237596,1.872976,1.446309,groupA
8.065131,7.213499,5.870849,groupB
1.371099,7.836652,0.744957,groupB
0.023983,0.047676,0.082495,groupA
5.108137,3.115802,5.989784,groupB
7.999117,2.608367,4.439629,groupB
8.950011,8.09739,8.972668,groupB
4.611013,3.487535,1.155832,groupB
7.190909,4.458873,1.46253,groupB
2.5924,2.164132,9.889482,groupA
1.014563,0.986871,1.573964,groupA
3.657271,9.774915,7.237274,groupB
7.899524,0.971623,3.115702,groupB
0.494293,2.978199,2.926058,groupA
3.543872,7.79509,2.269968,groupB
9.511301,5.371338,9.15771,groupB
5.205538,4.161298,4.471283,groupB
6.184738,2.43002,9.979873,groupB
5.696347,1.256176,6.584357,groupA
1.131535,6.807394,1.843526,groupA
1.483221,0.186835,6.242283,groupA
8.719595,8.860219,2.712959,groupB
8.127554,0.02669,9.668564,groupB
3.710142,0.06411,6.376442,groupA
7.97023,1.628848,1.952432,groupB
0.491422,4.462261,2.382264,groupB
2.364339,2.763737,9.786928,groupA
7.46635,0.023595,7.634291,groupA
6.987356,4.381238,7.368233,groupA
4.197829,7.277378,7.813085,groupB
5.04532,0.790746,5.142286,groupA
1.252275,3.693602,5.329786,groupB
4.813332,2.482566,9.120839,groupA
4.495027,0.202476,1.424282,groupA
2.373124,9.713191,4.491226,groupB
7.32753,1.679075,4.238961,groupB
9.362422,9.53015,0.922483,groupB
8.000548,6.456761,1.154701,groupB
3.193951,2.587024,2.893801,groupA
7.203556,8.878966,5.675924,groupA
8.002565,6.859276,8.542694,groupB
1.093423,6.218637,9.620458,groupB
9.71172,3.913577,2.232499,groupB
2.266306,2.950685,0.663872,groupA
6.638475,0.035516,3.89275,groupA
0.133498,6.1968,6.332915,groupA
4.41208,2.619525,4.055971,groupA
1.732109,4.123671,4.455531,groupA
2.944258,5.979808,5.080999,groupB
7.66874,8.138675,6.368257,groupB
9.739918,7.780901,7.559578,groupB
8.995281,2.467413,8.094732,groupA
4.95944,0.772551,0.773729,groupA
1.398897,8.949602,5.13631,groupB
3.335151,6.887096,3.780977,groupA
2.550313,4.831346,1.453871,groupA
3.47532,0.88219,0.47192,groupB
9.187944,1.785381,5.577214,groupB
9.046976,8.353461,4.507385,groupB
1.222812,8.071658,1.842353,groupB
9.26848,9.221741,5.95787,groupB
3.432462,6.620521,1.541944,groupB
0.846314,7.437913,0.073116,groupB
4.572291,3.654224,5.915517,groupB
7.536955,8.508707,5.96065,groupB
5.358122,0.160232,0.702572,groupA
9.438913,4.074787,8.751548,groupB
7.030389,0.658322,0.6223,groupA
4.332844,2.313561,5.537446,groupA
4.185388,8.175015,7.100283,groupB
6.614884,8.00361,4.363741,groupB
9.94824,5.081092,1.557184,groupA
7.552339,3.822056,2.489881,groupB
6.025656,0.355445,8.477034,groupA
9.890796,8.256238,1.053971,groupA
5.427956,7.230051,6.915707,groupB
6.548563,1.568377,5.769802,groupB
2.381254,5.418187,6.547647,groupA
5.012852,2.105759,0.906901,groupA
3.131023,1.056438,9.724577,groupA
4.801143,3.54967,9.935952,groupB
1.361934,6.592659,0.144069,groupA
9.567952,1.227008,2.656982,groupB
9.560014,8.285533,4.90267,groupB
3.654814,7.506567,6.678382,groupA
5.42509,8.775337,6.087283,groupB
0.936217,7.541871,7.591795,groupB
4.312155,0.994752,5.627022,groupA
7.992034,7.516582,9.827175,groupB
5.419269,4.893341,1.193406,groupB
2.72512,7.212497,1.770074,groupA
0.060735,2.323743,2.391223,groupB
7.114733,0.133982,6.420316,groupA
0.876593,1.552198,0.071164,groupA
7.731778,1.910029,4.723278,groupB
0.4334,0.813694,9.859043,groupA
3.079957,7.326061,9.855803,groupB
3.369249,1.380092,7.484186,groupA
2.435158,1.95271,2.217023,groupA
0.269209,7.600537,0.284104,groupA
0.4839,6.575423,5.147096,groupB
1.921779,9.991486,4.793166,groupB
8.54133,5.520735,0.714172,groupB
6.036864,1.557121,6.880952,groupA
4.158218,9.383553,3.309552,groupB
4.151694,9.889727,7.213454,groupB
4.67897,2.98053,0.672533,groupA
5.416331,8.315049,7.432104,groupB
6.58967,9.633934,6.118026,groupB
2.287073,7.467691,0.770255,groupB
4.924052,0.671491,4.463277,groupA
6.460603,8.813706,3.780897,groupB
3.976081,9.933306,2.300555,groupA
1.365969,5.448095,4.447465,groupA
7.345905,6.325449,7.716376,groupB
0.48274,9.131809,0.216964,groupB
6.784007,2.196221,6.796852,groupB
5.737161,4.375033,7.241855,groupB
2.604174,9.824084,3.460498,groupA
3.318403,9.459188,6.478703,groupB
7.290823,3.888376,0.359062,groupB
6.027394,8.21328,0.880545,groupB
0.148981,1.191501,0.169315,groupA
6.202591,8.360562,4.88842,groupB
6.909377,1.984667,3.570201,groupB
9.682646,0.663804,4.658574,groupB
3.614886,9.726528,4.365634,groupB
6.821536,2.26001,6.557249,groupA
0.858847,6.783547,7.586161,groupA
5.289993,7.737959,8.120989,groupA
1.351821,7.878898,7.848933,groupB
9.650844,6.219254,6.549128,groupB
6.931774,9.17391,0.572123,groupB
1.495848,5.568268,2.65999,groupA
6.970723,3.961017,8.949907,groupB
1.306931,3.573408,0.119981,groupB
0.403699,0.167015,0.124251,groupB
1.402867,9.833296,3.125786,groupB
5.534308,3.877001,6.99483,groupB
5.002162,0.396682,1.737848,groupA
4.446839,5.845096,5.882265,groupB
9.892836,8.844657,2.45719,groupB
6.299541,2.776256,2.869423,groupB
9.330342,8.763753,0.473596,groupB
7.36952,5.170534,5.205947,groupB
5.020986,7.935964,4.415674,groupB
3.391522,8.652048,5.161447,groupB
1.387347,6.609809,1.805415,groupA
6.454551,1.143451,7.085893,groupA
2.18705,9.800696,3.63931,groupA
2.60149,6.376942,7.757311,groupB
5.864735,4.027236,9.022776,groupB
6.676665,6.859016,3.481553,groupB
6.532181,7.686454,6.399348,groupB
9.765598,9.186179,8.363145,groupB
8.298712,7.016775,1.709639,groupB
8.924863,9.334921,2.842189,groupB
1.354638,4.548475,6.214298,groupA
3.476236,6.095141,8.57638,groupB
7.513252,2.076716,3.539288,groupA
1.041927,3.259451,1.702188,groupA
8.290682,7.421013,3.520361,groupB
9.752749,5.795069,0.679955,groupB
4.708594,4.200138,3.474456,groupB
9.741152,9.725195,7.702938,groupB
4.673903,8.2504,9.172676,groupB
6.771005,7.057765,8.066701,groupB
2.202769,8.585872,9.930604,groupB
7.70902,7.705295,1.150104,groupB
9.563518,8.461189,5.01256,groupB
4.807722,1.159636,9.393777,groupA
5.965675,2.975896,5.36525,groupB
7.610287,7.609502,3.956957,groupB
8.21101,7.6533,7.029055,groupB
6.650862,6.091296,8.452606,groupB
2.568176,4.426505,2.78365,groupA
9.655641,1.306343,0.459692,groupA
4.599646,7.454088,4.809644,groupB
1.285611,4.853028,5.023616,groupA
2.62162,6.512365,6.826447,groupB
7.467569,4.064171,6.746272,groupB
8.621375,9.918714,5.649706,groupB
3.578936,9.66935,7.341173,groupB
1.169174,1.555144,1.29711,groupA
5.50169,3.96539,5.662131,groupB
2.522656,8.573098,9.601705,groupB
2.815944,0.927267,5.364761,groupA
7.615956,7.159004,5.409083,groupB
1.781757,9.470986,7.108298,groupB
5.620927,6.657726,8.215484,groupB
6.618184,8.710658,9.949339,groupB
7.80051,7.914863,0.74118,groupB
0.438882,7.411859,5.413557,groupA
5.726456,6.132974,1.166372,groupB
5.29661,7.344656,5.810677,groupB
2.71,5.988769,5.285229,groupB
6.97985,1.182979,1.943956,groupB
5.053692,7.166633,1.397927,groupB
6.827543,9.97445,3.43937,groupB
8.463215,8.915471,5.296481,groupB
4.535197,2.208855,5.431132,groupA
1.119322,8.104825,6.924459,groupB
9.125225,3.197243,4.847668,groupB
1.711037,8.348631,7.502759,groupB
4.963239,9.695375,0.194861,groupB
3.741916,2.135104,0.74237,groupA
4.324222,7.677221,1.222483,groupB
2.058558,9.940021,6.024287,groupA
4.738354,2.613973,3.163304,groupA
5.915222,8.135667,5.179756,groupA
7.553139,2.753343,3.661223,groupB
6.865823,5.691389,9.878118,groupA
1.376304,0.077957,0.733446,groupA
3.252217,8.561409,2.855408,groupB
8.820154,3.769288,5.608014,groupB
4.548059,5.897839,7.808101,groupA
2.810639,8.535488,1.660013,groupB
6.712365,7.983866,8.699906,groupB
2.752343,4.40332,2.279276,groupA
5.827922,6.62791,9.356369,groupB
4.915477,6.255232,9.628037,groupA
0.34601,8.259634,0.285104,groupB
4.114493,1.061511,6.130572,groupA
1.192039,0.104035,1.381973,groupA
3.273174,2.624391,0.485574,groupA
7.327388,3.775926,2.18003,groupB
2.328144,7.54755,1.601436,groupB
9.816212,2.49248,1.786941,groupB
5.53125,4.988335,2.540676,groupB
7.20472,6.181761,2.960793,groupA
1.135349,0.081985,8.280231,groupA
5.53586,5.712739,1.02389,groupB
3.220879,2.779082,1.331382,groupB
7.269676,8.171717,5.703076,groupA
8.590514,1.377654,1.024577,groupB
8.982353,4.75493,3.370149,groupB
3.877566,4.117692,2.048598,groupA
4.530069,0.802804,7.725399,groupA
1.672802,8.169504,3.19087,groupB
9.057095,8.566052,5.142929,groupB
9.590105,6.013315,6.737568,groupB
8.843758,6.394387,7.570594,groupB
0.914634,6.347833,5.174013,groupA
8.592846,3.341741,4.523696,groupB
9.802465,5.76804,9.651059,groupB
5.316976,7.030148,4.84668,groupB
5.931536,7.875003,3.109348,groupB
7.81856,0.642988,5.826755,groupB
9.119112,8.749378,2.022183,groupA
6.658798,7.137824,5.824929,groupB
7.976209,1.916321,0.485788,groupB
9.40674,6.344333,0.599992,groupB
4.050837,9.797488,8.131352,groupB
6.481392,2.498596,7.434814,groupB
1.455286,1.244163,0.173291,groupA
2.091249,8.302429,4.44146,groupB
1.837262,1.14726,3.143419,groupA
8.802672,9.608699,8.41858,groupB
1.539722,2.857656,3.059461,groupA
7.59291,2.696269,4.754292,groupB
4.664553,5.789858,1.789589,groupB
9.597633,0.70052,6.422288,groupB
8.836616,6.993823,7.167846,groupB
1.717858,9.211387,3.588599,groupB
0.452013,9.066922,6.78486,groupB
4.104159,5.391749,7.308737,groupB
6.807853,1.104726,3.312091,groupA
3.681238,0.192108,6.320267,groupA
7.817242,3.344665,9.845002,groupA
0.759572,9.175912,0.178041,groupA
0.924364,8.971779,8.511813,groupB
3.981745,6.234654,1.12469,groupA
5.473495,6.684615,3.45569,groupB
4.760285,8.446089,1.764781,groupB
6.1079,0.675186,0.512938,groupA
6.379909,1.699171,3.293792,groupB
2.010388,0.311621,2.027248,groupA
3.027281,7.95002,3.931338,groupB
6.977416,6.604007,7.741173,groupA
1.92778,5.634138,9.536329,groupA
9.324647,5.645494,9.837235,groupB
8.146873,8.347008,0.873792,groupB
2.896084,9.770087,1.264755,groupB
5.616416,2.579498,9.957351,groupB
4.684414,6.946674,5.034383,groupB
3.055515,2.556642,9.97187,groupA
1.387322,1.285316,4.213096,groupA
9.450712,0.686005,3.73947,groupA
2.030621,2.933628,2.984185,groupA
5.858871,0.881824,4.613874,groupA
1.703214,6.60326,0.421334,groupB
9.872795,2.192764,0.296605,groupB
1.362845,0.734133,4.130883,groupA
6.322663,7.323037,5.071088,groupA
8.203574,6.858864,6.646081,groupB
5.023294,0.27097,2.334285,groupB
6.364323,9.376821,6.303288,groupB
1.94304,6.290014,6.93738,groupB
6.725275,3.928173,0.792343,groupB
5.785943,1.891986,4.667336,groupB
9.449612,1.824538,5.692288,groupB
2.888579,8.117821,6.735784,groupA
7.744184,7.456944,4.441975,groupB
8.68058,5.127872,1.497447,groupB
1.545707,3.8775,5.484247,groupA
5.889103,8.806993,3.065879,groupB
7.280048,1.574708,9.285276,groupB
3.07183,1.152316,1.165062,groupA
1.738999,2.680491,3.973761,groupA
7.806967,9.476074,4.758473,groupB
0.060579,2.039891,9.503193,groupA
6.808398,2.282907,7.031542,groupA
1.7506,5.072233,1.747032,groupA
9.236481,1.727547,6.645964,groupB
2.305995,6.591506,1.870695,groupB
5.107743,2.389273,4.331336,groupB
8.574714,7.60276,8.788039,groupB
7.202751,8.916315,9.070117,groupA
1.94958,1.971926,1.463519,groupA
6.403205,0.6767,8.616711,groupA
8.780581,2.171291,9.896749,groupB
7.632232,9.94904,0.549796,groupA
8.472182,6.810214,7.930757,groupB
4.969637,3.626252,2.199809,groupB
2.408969,8.326517,0.123972,groupB
2.597134,1.351856,9.129269,groupA
9.56664,5.912175,7.893481,groupB
4.777122,8.20861,1.022522,groupB
7.2786,0.21598,9.741664,groupA
2.841857,6.886218,7.926502,groupB
7.298098,5.80619,6.162361,groupB
8.372044,6.462191,8.24183,groupB
4.264468,0.832692,1.020029,groupA
2.322818,8.774462,3.997716,groupB
7.493289,5.176092,8.121344,groupB
2.17611,2.302476,9.938467,groupA
5.845757,1.915307,1.431954,groupA
1.568123,4.7685,7.620346,groupA
5.949836,5.325917,9.255053,groupB
8.795861,4.768764,7.515466,groupA
8.291607,5.911967,1.227887,groupB
9.819116,4.851118,5.856229,groupB
7.348075,2.536955,4.828342,groupB
3.460887,2.670242,5.16934,groupB
8.322846,8.584867,8.216178,groupB
9.974094,6.63734,0.268846,groupB
4.084131,5.284572,3.050187,groupB
6.11477,7.212505,6.253486,groupB
8.240165,1.849019,1.359382,groupB
4.231454,0.725114,3.005033,groupA
4.704148,8.189033,1.531877,groupB
0.869315,6.209696,1.21718,groupB
6.345978,6.509666,3.989436,groupB
4.535058,4.855368,8.278761,groupB
5.254369,1.407925,7.81164,groupA
8.243891,4.050776,1.244976,groupB
8.229217,1.862222,0.305834,groupB
9.062033,7.150515,1.372128,groupA
2.187906,8.283521,6.462957,groupB
2.935652,9.919784,4.734337,groupB
7.068801,2.288923,7.82164,groupB
1.26006,4.620646,4.450164,groupA
5.972747,6.500909,4.599728,groupA
5.734698,5.691512,9.671903,groupB
9.700945,1.639065,7.751949,groupB
9.628174,9.114523,6.218606,groupB
9.182009,4.075247,4.174238,groupB
4.886166,8.351768,9.982598,groupB
8.664543,1.394731,3.406246,groupB
6.427273,1.848537,0.278562,groupB
8.540325,3.170938,8.538784,groupB
1.828076,7.235177,1.556092,groupB
6.883488,3.450137,8.577203,groupB
9.782154,2.315082,8.083647,groupB
4.542353,3.282643,5.482628,groupB
3.26229,7.436739,7.271229,groupB
0.879285,8.287768,8.059295,groupB
2.768438,2.840309,5.912304,groupA
5.211814,3.617241,3.005189,groupB
5.252839,9.633405,5.653698,groupB
4.464909,2.90461,6.845819,groupA
2.731079,6.261492,9.052839,groupB
8.162439,9.765402,4.055448,groupB
2.141608,6.539758,5.372138,groupB
8.503617,3.982092,3.525513,groupB
5.516144,8.401748,9.377261,groupB
1.154517,5.818165,4.436494,groupA
0.019868,4.202288,5.503431,groupA
3.494831,2.42773,3.932155,groupA
9.867643,6.353692,7.162051,groupB
0.079912,3.063713,4.091777,groupA
0.13362,5.288176,7.123314,groupA
2.162974,7.937379,9.412711,groupB
2.893711,7.506682,3.003063,groupB
1.990894,5.10665,6.573563,groupA
5.612458,3.019319,5.39139,groupA
4.782224,1.995885,8.11152,groupA
5.282341,7.071241,8.165045,groupB
2.118845,5.719906,8.130637,groupA
6.321353,1.10645,7.832021,groupA
3.297716,5.580785,9.577669,groupB
5.480968,5.219481,9.994914,groupB
8.481839,5.719719,5.496529,groupB
2.311334,3.211477,6.239543,groupA
3.247303,2.557424,1.667125,groupA
2.075017,0.365943,4.996571,groupA
6.7977,3.617796,7.035286,groupB
9.501559,7.462026,8.677168,groupB
8.612163,0.621943,2.226127,groupB
8.430228,6.397203,3.792274,groupB
6.112802,8.441093,2.801673,groupB
9.918186,8.308001,8.856507,groupB
1.812419,0.897464,6.222118,groupA
9.718359,7.502427,6.05367,groupB
1.40671,2.826979,5.657947,groupA
8.445355,1.586631,2.085641,groupB
3.617542,2.623446,5.866481,groupA
9.735281,0.686238,7.240487,groupB
0.987482,7.926687,3.690142,groupB
3.854476,4.68487,6.608419,groupB
9.481317,6.472498,7.601302,groupB
9.548235,8.928911,3.896456,groupB
1.769756,5.628764,7.581883,groupA
1.457798,3.884594,3.020277,groupA
5.176976,5.025472,5.571217,groupB
6.672251,5.509906,7.673666,groupB
5.513907,6.710999,9.600797,groupB
0.512653,5.669052,1.37436,groupA
5.258048,0.94571,8.060384,groupB
7.965527,5.285743,6.135645,groupB
0.254641,8.527405,0.667815,groupB
1.259058,9.374552,9.267567,groupB
9.181365,6.997067,7.252083,groupB
1.13464,2.112637,7.766942,groupA
7.885253,2.238052,1.318254,groupB
3.824792,0.099098,5.644887,groupB
7.49631,9.796457,6.191283,groupB
4.131377,3.372214,0.127615,groupA
6.081998,6.114717,1.899244,groupB
6.14146,4.333206,5.15103,groupB
1.643211,4.097886,1.844438,groupA
2.875961,5.282969,0.463424,groupB
8.312891,8.543814,8.223559,groupB
7.28909,6.054656,9.803921,groupB
7.146917,2.457485,3.220227,groupB
0.822547,3.792547,2.638806,groupA
2.906893,6.658158,5.226323,groupB
0.475827,8.819502,6.621641,groupB
9.591132,7.783069,6.423189,groupB
7.651815,0.121775,9.416006,groupA
2.361677,5.437659,2.528737,groupA
0.157518,4.071011,7.003331,groupA
3.185571,2.950997,8.761086,groupA
3.685829,2.089812,4.869788,groupA
9.0085,8.221861,9.75051,groupA
6.947182,7.954939,1.389526,groupB
2.181019,2.27023,5.337156,groupA
4.919324,9.153742,4.206398,groupB
7.567617,5.188689,3.947781,groupB
3.138324,7.445765,8.596238,groupB
9.255053,6.949792,9.369577,groupB
5.390232,2.451956,2.145307,groupA
9.222079,8.007091,7.672298,groupB
9.394026,1.720423,5.661596,groupA
2.410504,9.211348,1.450681,groupB
7.105328,0.19928,2.11355,groupA
3.785577,9.818414,0.305507,groupB
7.80499,0.223297,0.839165,groupB
2.245402,3.582256,9.464696,groupA
7.122931,2.536995,6.180194,groupB
4.983795,2.413046,1.941901,groupA
8.807033,4.602366,9.137615,groupB
5.731586,5.973735,5.52074,groupB
9.495779,9.730686,5.40088,groupB
0.419837,1.134486,3.07198,groupA
4.928608,6.108642,8.504829,groupB
6.162612,1.130062,6.341906,groupA
0.509723,9.614825,6.121975,groupB
9.532743,1.070862,2.507865,groupB
5.912152,2.680519,2.19264,groupB
3.701991,2.13301,0.614757,groupA
6.52727,7.9305,4.976505,groupB
